Haupt_oder_Linktabelle;Name_der_Tabelle;Name_des_Felds;Datentyp;Sprechender_Tabellenname;Sprechender_Feldname
MAIN;INTERFACEOVER;CRMTECHVERSION;NVARCHAR2(255);Schnittstellenübersicht;Version CRM-Technik
MAIN;INTERFACEOVER;CURRENTSTATUS;VARCHAR2(50);Schnittstellenübersicht;Aktueller Status
MAIN;INTERFACEOVER;DATASOURCES;VARCHAR2(50);Schnittstellenübersicht;Quellsystem
MAIN;INTERFACEOVER;DATATARGET;VARCHAR2(50);Schnittstellenübersicht;Zielsystem
MAIN;INTERFACEOVER;DESCRIPTION;NVARCHAR2(255);Schnittstellenübersicht;Kurzbeschreibung
MAIN;INTERFACEOVER;ENDDTIME;DATE;Schnittstellenübersicht;Endzeitpunkt
MAIN;INTERFACEOVER;EXPORTDIR;NVARCHAR2(255);Schnittstellenübersicht;Exportverzeichnis
MAIN;INTERFACEOVER;FREEBOOLEAN1;NUMBER(1,0);Schnittstellenübersicht;Frei w/f 1
MAIN;INTERFACEOVER;FREEBOOLEAN2;NUMBER(1,0);Schnittstellenübersicht;Frei w/f 2
MAIN;INTERFACEOVER;FREEBOOLEAN3;NUMBER(1,0);Schnittstellenübersicht;Frei w/f 3
MAIN;INTERFACEOVER;FREEBOOLEAN4;NUMBER(1,0);Schnittstellenübersicht;Frei w/f 4
MAIN;INTERFACEOVER;FREEBOOLEAN5;NUMBER(1,0);Schnittstellenübersicht;Frei w/f 5
MAIN;INTERFACEOVER;FREEDATE1;DATE;Schnittstellenübersicht;Freidatum 1
MAIN;INTERFACEOVER;FREEDATE2;DATE;Schnittstellenübersicht;Freidatum 2
MAIN;INTERFACEOVER;FREEDATE3;DATE;Schnittstellenübersicht;Freidatum 3
MAIN;INTERFACEOVER;FREEDATE4;DATE;Schnittstellenübersicht;Freidatum 4
MAIN;INTERFACEOVER;FREEDATE5;DATE;Schnittstellenübersicht;Freidatum 5
MAIN;INTERFACEOVER;FREENUMBER1;NUMBER(38,15);Schnittstellenübersicht;Freizahl 1
MAIN;INTERFACEOVER;FREENUMBER2;NUMBER(38,15);Schnittstellenübersicht;Freizahl 2
MAIN;INTERFACEOVER;FREENUMBER3;NUMBER(38,15);Schnittstellenübersicht;Freizahl 3
MAIN;INTERFACEOVER;FREENUMBER4;NUMBER(38,15);Schnittstellenübersicht;Freizahl 4
MAIN;INTERFACEOVER;FREENUMBER5;NUMBER(38,15);Schnittstellenübersicht;Freizahl 5
MAIN;INTERFACEOVER;FREETEXT1;NVARCHAR2(100);Schnittstellenübersicht;Freitext 1
MAIN;INTERFACEOVER;FREETEXT2;NVARCHAR2(100);Schnittstellenübersicht;Freitext 2
MAIN;INTERFACEOVER;FREETEXT3;NVARCHAR2(100);Schnittstellenübersicht;Freitext 3
MAIN;INTERFACEOVER;FREETEXT4;NVARCHAR2(100);Schnittstellenübersicht;Freitext 4
MAIN;INTERFACEOVER;FREETEXT5;NVARCHAR2(100);Schnittstellenübersicht;Freitext 5
MAIN;INTERFACEOVER;IMPORTDIRECTORY;NVARCHAR2(255);Schnittstellenübersicht;Importverzeichnis
MAIN;INTERFACEOVER;INITSTARTDTIME;DATE;Schnittstellenübersicht;Erster Startzeitpunkt
MAIN;INTERFACEOVER;INTERFACEID;NVARCHAR2(100);Schnittstellenübersicht;Schnittstellenname
MAIN;INTERFACEOVER;INTERFACEVERS;NVARCHAR2(255);Schnittstellenübersicht;Version
MAIN;INTERFACEOVER;INTERVALLTIME;NUMBER(38,0);Schnittstellenübersicht;Intervall
MAIN;INTERFACEOVER;LASTINTDETKEY;VARCHAR2(50);Schnittstellenübersicht;Letzter SST-Lauf
MAIN;INTERFACEOVER;LOGGINGTARGET;NVARCHAR2(255);Schnittstellenübersicht;Protokollname
MAIN;INTERFACEOVER;LOGGINGTYPE;VARCHAR2(50);Schnittstellenübersicht;Protokollierungsart
MAIN;INTERFACEOVER;LOGTEXT;NVARCHAR2(2000);Schnittstellenübersicht;Log Text
MAIN;INTERFACEOVER;MASSDATA;NUMBER(1,0);Schnittstellenübersicht;Massendaten
MAIN;INTERFACEOVER;MAXTIME;NUMBER(38,0);Schnittstellenübersicht;Maximale Laufzeit
MAIN;INTERFACEOVER;OFFLINEDATA;NUMBER(1,0);Schnittstellenübersicht;Offlinedaten
MAIN;INTERFACEOVER;PK;VARCHAR2(50);Schnittstellenübersicht;Primärschlüssel
MAIN;INTERFACEOVER;RIGHTPK;VARCHAR2(50);Schnittstellenübersicht;Rechteschlüssel
MAIN;INTERFACEOVER;RUNCOUNTER;NUMBER(38,15);Schnittstellenübersicht;Anzahl Schnittstellenläufe
MAIN;INTERFACEOVER;SENDEMAILFLAG;NUMBER(1,0);Schnittstellenübersicht;Sende E-Mail
MAIN;INTERFACEOVER;STARTDTIME;DATE;Schnittstellenübersicht;Startzeitpunkt
MAIN;INTERFACEOVER;STATUS;VARCHAR2(50);Schnittstellenübersicht;intern, Datensatzstatus
MAIN;INTERFACEOVER;TECHINFO;NCLOB;Schnittstellenübersicht;Technische Information
MAIN;INTERFACEOVER;UPDATEDATE;DATE;Schnittstellenübersicht;Updatedatum
MAIN;INTERFACEOVER;UPDATEUSER;NVARCHAR2(50);Schnittstellenübersicht;Updateuser
MAIN;INTERFACEOVER;WFINSTANCEID;VARCHAR2(50);Schnittstellenübersicht;Workflow-ID
MAIN;INTERFACEOVER;WORKDIRECTORY;NVARCHAR2(255);Schnittstellenübersicht;Arbeitsverzeichnis
MAIN;ITEMSLIST;ACTIVE;NUMBER(1,0);Stückliste;Datensatzstatus
MAIN;ITEMSLIST;ALTERNATIVE;NUMBER(1,0);Stückliste;Ist Alternativposition
MAIN;ITEMSLIST;CLIENTNO;FLOAT;Stückliste;Mandanten-Nr.
MAIN;ITEMSLIST;CREATEDATE;DATE;Stückliste;Anlagedatum
MAIN;ITEMSLIST;CREATEUSER;NVARCHAR2(50);Stückliste;Anlageuser
MAIN;ITEMSLIST;ESTQUANTITY;NUMBER(38,15);Stückliste;Geschätzt
MAIN;ITEMSLIST;FREEBOOLEAN1;NUMBER(1,0);Stückliste;Frei w/f 1
MAIN;ITEMSLIST;FREEBOOLEAN2;NUMBER(1,0);Stückliste;Frei w/f 2
MAIN;ITEMSLIST;FREEBOOLEAN3;NUMBER(1,0);Stückliste;Frei w/f 3
MAIN;ITEMSLIST;FREEBOOLEAN4;NUMBER(1,0);Stückliste;Frei w/f 4
MAIN;ITEMSLIST;FREEBOOLEAN5;NUMBER(1,0);Stückliste;Frei w/f 5
MAIN;ITEMSLIST;FREEBOOLEAN6;NUMBER(1,0);Stückliste;Frei w/f 6
MAIN;ITEMSLIST;FREEBOOLEAN7;NUMBER(1,0);Stückliste;Frei w/f 7
MAIN;ITEMSLIST;FREEBOOLEAN8;NUMBER(1,0);Stückliste;Frei w/f 8
MAIN;ITEMSLIST;FREEBOOLEAN9;NUMBER(1,0);Stückliste;Frei w/f 9
MAIN;ITEMSLIST;FREEBOOLEAN10;NUMBER(1,0);Stückliste;Frei w/f 10
MAIN;ITEMSLIST;FREEDATE1;DATE;Stückliste;Freidatum 1
MAIN;ITEMSLIST;FREEDATE2;DATE;Stückliste;Freidatum 2
MAIN;ITEMSLIST;FREEDATE3;DATE;Stückliste;Freidatum 3
MAIN;ITEMSLIST;FREEDATE4;DATE;Stückliste;Freidatum 4
MAIN;ITEMSLIST;FREEDATE5;DATE;Stückliste;Freidatum 5
MAIN;ITEMSLIST;FREEDATE6;DATE;Stückliste;Freidatum 6
MAIN;ITEMSLIST;FREEDATE7;DATE;Stückliste;Freidatum 7
MAIN;ITEMSLIST;FREEDATE8;DATE;Stückliste;Freidatum 8
MAIN;ITEMSLIST;FREEDATE9;DATE;Stückliste;Freidatum 9
MAIN;ITEMSLIST;FREEDATE10;DATE;Stückliste;Freidatum 10
MAIN;ITEMSLIST;FREENUMBER1;NUMBER(38,15);Stückliste;Freizahl 1
MAIN;ITEMSLIST;FREENUMBER2;NUMBER(38,15);Stückliste;Freizahl 2
MAIN;ITEMSLIST;FREENUMBER3;NUMBER(38,15);Stückliste;Freizahl 3
MAIN;ITEMSLIST;FREENUMBER4;NUMBER(38,15);Stückliste;Freizahl 4
MAIN;ITEMSLIST;FREENUMBER5;NUMBER(38,15);Stückliste;Freizahl 5
MAIN;ITEMSLIST;FREENUMBER6;NUMBER(38,15);Stückliste;Freizahl 6
MAIN;ITEMSLIST;FREENUMBER7;NUMBER(38,15);Stückliste;Freizahl 7
MAIN;ITEMSLIST;FREENUMBER8;NUMBER(38,15);Stückliste;Freizahl 8
MAIN;ITEMSLIST;FREENUMBER9;NUMBER(38,15);Stückliste;Freizahl 9
MAIN;ITEMSLIST;FREENUMBER10;NUMBER(38,15);Stückliste;Freizahl 10
MAIN;ITEMSLIST;FREETEXT1;NVARCHAR2(100);Stückliste;Freitext 1
MAIN;ITEMSLIST;FREETEXT2;NVARCHAR2(100);Stückliste;Freitext 2
MAIN;ITEMSLIST;FREETEXT3;NVARCHAR2(100);Stückliste;Freitext 3
MAIN;ITEMSLIST;FREETEXT4;NVARCHAR2(100);Stückliste;Freitext 4
MAIN;ITEMSLIST;FREETEXT5;NVARCHAR2(100);Stückliste;Freitext 5
MAIN;ITEMSLIST;FREETEXT6;NVARCHAR2(100);Stückliste;Freitext 6
MAIN;ITEMSLIST;FREETEXT7;NVARCHAR2(100);Stückliste;Freitext 7
MAIN;ITEMSLIST;FREETEXT8;NVARCHAR2(100);Stückliste;Freitext 8
MAIN;ITEMSLIST;FREETEXT9;NVARCHAR2(100);Stückliste;Freitext 9
MAIN;ITEMSLIST;FREETEXT10;NVARCHAR2(100);Stückliste;Freitext 10
MAIN;ITEMSLIST;HIDEINDOC;NUMBER(1,0);Stückliste;Im Angebot verstecken
MAIN;ITEMSLIST;ISRELQUANTITY;NUMBER(1,0);Stückliste;Hat Relative Anzahl
MAIN;ITEMSLIST;ITEMNO;NUMBER(38,0);Stückliste;Sortierung
MAIN;ITEMSLIST;MASSDATA;NUMBER(1,0);Stückliste;Massendaten
MAIN;ITEMSLIST;OFFLINEDATA;NUMBER(1,0);Stückliste;Offlinedaten
MAIN;ITEMSLIST;PK;VARCHAR2(50);Stückliste;Primärschlüssel
MAIN;ITEMSLIST;PRODUCTKEY;VARCHAR2(50);Stückliste;Hauptprodukt
MAIN;ITEMSLIST;QUANTITY;NUMBER(38,15);Stückliste;Anzahl
MAIN;ITEMSLIST;RIGHTPK;VARCHAR2(50);Stückliste;Rechteschlüssel
MAIN;ITEMSLIST;SLAVEPRODUCTKEY;VARCHAR2(50);Stückliste;Unterprodukt
MAIN;ITEMSLIST;STATUS;VARCHAR2(50);Stückliste;intern, Datensatzstatus
MAIN;ITEMSLIST;UPDATEDATE;DATE;Stückliste;Updatedatum
MAIN;ITEMSLIST;UPDATEUSER;NVARCHAR2(50);Stückliste;Updateuser
MAIN;ITEMSLIST;WFINSTANCEID;VARCHAR2(50);Stückliste;Workflow-ID
MAIN;KEYRANGE;ACTIVE;NUMBER(1,0);Schlüsselbereiche;Datensatzstatus
MAIN;KEYRANGE;CLIENTNO;FLOAT;Schlüsselbereiche;Mandanten-Nr.
MAIN;KEYRANGE;CREATEDATE;DATE;Schlüsselbereiche;Anlagedatum
MAIN;KEYRANGE;CREATEUSER;NVARCHAR2(50);Schlüsselbereiche;Anlageuser
MAIN;KEYRANGE;DATATYPE;VARCHAR2(255);Schlüsselbereiche;Datentyp
MAIN;KEYRANGE;DESCRIPTION;NVARCHAR2(255);Schlüsselbereiche;Beschreibung
MAIN;KEYRANGE;DOUBLESIDEDKEY;NUMBER(1,0);Schlüsselbereiche;Zweiseitige Schlüssel
MAIN;KEYRANGE;EDITINPRODUCTION;NUMBER(1,0);Schlüsselbereiche;Schlüsselpflege im Produktivsystem
MAIN;KEYRANGE;KEYISNEWRANGE;NUMBER(1,0);Schlüsselbereiche;Schlüssel sind neue Bereiche
MAIN;KEYRANGE;MASSDATA;NUMBER(1,0);Schlüsselbereiche;Massendaten
MAIN;KEYRANGE;MIXEDCASEKEY;NUMBER(1,0);Schlüsselbereiche;Groß-/Kleinschreibung
MAIN;KEYRANGE;OFFLINEDATA;NUMBER(1,0);Schlüsselbereiche;Offlinedaten
MAIN;KEYRANGE;PK;VARCHAR2(50);Schlüsselbereiche;Primärschlüssel
MAIN;KEYRANGE;RIGHTPK;VARCHAR2(50);Schlüsselbereiche;Rechteschlüssel
MAIN;KEYRANGE;STATUS;VARCHAR2(50);Schlüsselbereiche;intern, Datensatzstatus
MAIN;KEYRANGE;UPDATEDATE;DATE;Schlüsselbereiche;Updatedatum
MAIN;KEYRANGE;UPDATEUSER;NVARCHAR2(50);Schlüsselbereiche;Updateuser
MAIN;KEYRANGE;WFINSTANCEID;VARCHAR2(50);Schlüsselbereiche;Workflow-ID
MAIN;KEYTABNUM;ACTIVE;NUMBER(1,0);Numerische Schlüssel;Datensatzstatus
MAIN;KEYTABNUM;ASSIGNEDPK;VARCHAR2(50);Numerische Schlüssel;Zugeordneter Schlüssel
MAIN;KEYTABNUM;CLIENTNO;FLOAT;Numerische Schlüssel;Mandanten-Nr.
MAIN;KEYTABNUM;COLORCODE;VARCHAR2(10);Numerische Schlüssel;Farbe
MAIN;KEYTABNUM;CREATEDATE;DATE;Numerische Schlüssel;Anlagedatum
MAIN;KEYTABNUM;CREATEUSER;NVARCHAR2(50);Numerische Schlüssel;Anlageuser
MAIN;KEYTABNUM;DISPLAYNAME;NVARCHAR2(255);Numerische Schlüssel;Beschreibung
MAIN;KEYTABNUM;IMAGEID;VARCHAR2(255);Numerische Schlüssel;Icon
MAIN;KEYTABNUM;INTERNALKEY;NUMBER(1,0);Numerische Schlüssel;Intern
MAIN;KEYTABNUM;KEYNAME;NUMBER(38,0);Numerische Schlüssel;Schlüssel
MAIN;KEYTABNUM;KEYRANGE;VARCHAR2(50);Numerische Schlüssel;Schlüsselbereich
MAIN;KEYTABNUM;MASSDATA;NUMBER(1,0);Numerische Schlüssel;Massendaten
MAIN;KEYTABNUM;MERGED;NUMBER(1,0);Numerische Schlüssel;Merged
MAIN;KEYTABNUM;OFFLINEDATA;NUMBER(1,0);Numerische Schlüssel;Offlinedaten
MAIN;KEYTABNUM;PARENTPK;VARCHAR2(50);Numerische Schlüssel;Übergeordneter Schlüssel
MAIN;KEYTABNUM;PK;VARCHAR2(50);Numerische Schlüssel;Primärschlüssel
MAIN;KEYTABNUM;RIGHTPK;VARCHAR2(50);Numerische Schlüssel;Rechteschlüssel
MAIN;KEYTABNUM;SELECTABLE;NUMBER(1,0);Numerische Schlüssel;Auswählbar in Maske
MAIN;KEYTABNUM;SELECTABLESD;NUMBER(1,0);Numerische Schlüssel;Auswählbar im Suchfenster
MAIN;KEYTABNUM;STATUS;VARCHAR2(50);Numerische Schlüssel;intern, Datensatzstatus
MAIN;KEYTABNUM;UPDATEDATE;DATE;Numerische Schlüssel;Updatedatum
MAIN;KEYTABNUM;UPDATEUSER;NVARCHAR2(50);Numerische Schlüssel;Updateuser
MAIN;KEYTABNUM;WFINSTANCEID;VARCHAR2(50);Numerische Schlüssel;Workflow-ID
MAIN;LASTCONTACT;ACTCOUNT30;NUMBER(38,0);Kontaktpunkte;Aktivitätenanzahl letzte 30 Tage
MAIN;LASTCONTACT;ACTCOUNT365;NUMBER(38,0);Kontaktpunkte;Aktivitätenanzahl letzte 365 Tage
MAIN;LASTCONTACT;ACTCOUNTFULL;NUMBER(38,0);Kontaktpunkte;Aktivitätenanzahl gesamt
MAIN;LASTCONTACT;ACTIVE;NUMBER(1,0);Kontaktpunkte;Datensatzstatus
MAIN;LASTCONTACT;CLIENTNO;FLOAT;Kontaktpunkte;Mandanten-Nr.
MAIN;LASTCONTACT;CONTACTPERSONPK;VARCHAR2(50);Kontaktpunkte;Ansprechpartner
MAIN;LASTCONTACT;CREATEDATE;DATE;Kontaktpunkte;Anlagedatum
MAIN;LASTCONTACT;CREATEUSER;NVARCHAR2(50);Kontaktpunkte;Anlageuser
MAIN;LASTCONTACT;CUSTOMERPK;VARCHAR2(50);Kontaktpunkte;Geschäftspartner
MAIN;LASTCONTACT;LAPPACT;DATE;Kontaktpunkte;Letzte App-Aktivität
MAIN;LASTCONTACT;LAPPACTPK;VARCHAR2(50);Kontaktpunkte;Pk Letzte App-Aktivität
MAIN;LASTCONTACT;LEMAILIN;DATE;Kontaktpunkte;Letzte Eingangsmail
MAIN;LASTCONTACT;LEMAILINPK;VARCHAR2(50);Kontaktpunkte;Pk Letzte Eingangsmail
MAIN;LASTCONTACT;LEMAILOUT;DATE;Kontaktpunkte;Letzte Ausgangsmail
MAIN;LASTCONTACT;LEMAILOUTPK;VARCHAR2(50);Kontaktpunkte;Pk Letzte Ausgangsmail
MAIN;LASTCONTACT;LMAILCONTACT;DATE;Kontaktpunkte;Letzter Briefkontakt
MAIN;LASTCONTACT;LMAILCONTACTPK;VARCHAR2(50);Kontaktpunkte;Pk Letzter Briefkontakt
MAIN;LASTCONTACT;LMEETING;DATE;Kontaktpunkte;Letzte Besprechung
MAIN;LASTCONTACT;LMEETINGPK;VARCHAR2(50);Kontaktpunkte;Pk Letzte Besprechung
MAIN;LASTCONTACT;LPHONECALL;DATE;Kontaktpunkte;Letztes Telefonat
MAIN;LASTCONTACT;LPHONECALLPK;VARCHAR2(50);Kontaktpunkte;Pk Letztes Telefonat
MAIN;LASTCONTACT;LPORTALACT;DATE;Kontaktpunkte;Letzte Portalaktivität
MAIN;LASTCONTACT;LPORTALACTPK;VARCHAR2(50);Kontaktpunkte;Pk Letzte Portalaktivität
MAIN;LASTCONTACT;LVISIT;DATE;Kontaktpunkte;Letzter Besuch
MAIN;LASTCONTACT;LVISITPK;VARCHAR2(50);Kontaktpunkte;Pk Letzter Besuch
MAIN;LASTCONTACT;MASSDATA;NUMBER(1,0);Kontaktpunkte;Massendaten
MAIN;LASTCONTACT;OFFLINEDATA;NUMBER(1,0);Kontaktpunkte;Offlinedaten
MAIN;LASTCONTACT;PK;VARCHAR2(50);Kontaktpunkte;Primärschlüssel
MAIN;LASTCONTACT;RIGHTPK;VARCHAR2(50);Kontaktpunkte;Rechteschlüssel
MAIN;LASTCONTACT;STATUS;VARCHAR2(50);Kontaktpunkte;intern, Datensatzstatus
MAIN;LASTCONTACT;TICKETCOUNT30;NUMBER(38,0);Kontaktpunkte;Ticketanzahl letzte 30 Tage
MAIN;LASTCONTACT;TICKETCOUNT365;NUMBER(38,0);Kontaktpunkte;Ticketanzahl letzte 365 Tage
MAIN;LASTCONTACT;TICKETCOUNTFULL;NUMBER(38,0);Kontaktpunkte;Ticketanzahl gesamt
MAIN;LASTCONTACT;UPDATEDATE;DATE;Kontaktpunkte;Updatedatum
MAIN;LASTCONTACT;UPDATEUSER;NVARCHAR2(50);Kontaktpunkte;Updateuser
MAIN;LASTCONTACT;WFINSTANCEID;VARCHAR2(50);Kontaktpunkte;Workflow-ID
MAIN;LOCATION;ACTIVE;NUMBER(1,0);Anschlussobjekte;Datensatzstatus
MAIN;LOCATION;AREA;NUMBER(38,15);Anschlussobjekte;-
MAIN;LOCATION;C12ERPACTIVE;NUMBER(1,0);Anschlussobjekte;Aktiv im ERP
MAIN;LOCATION;CLIENTNO;FLOAT;Anschlussobjekte;Mandanten-Nr.
MAIN;LOCATION;CONDITIONKEY;VARCHAR2(50);Anschlussobjekte;-
MAIN;LOCATION;CONSTRYEAR;NUMBER(38,0);Anschlussobjekte;-
MAIN;LOCATION;CREATEDATE;DATE;Anschlussobjekte;Anlagedatum
MAIN;LOCATION;CREATEUSER;NVARCHAR2(50);Anschlussobjekte;Anlageuser
MAIN;LOCATION;EMPLOYEEOFFICE;VARCHAR2(50);Anschlussobjekte;Mitarbeiter Abrechnung
MAIN;LOCATION;EMPLOYEETECHNICS;VARCHAR2(50);Anschlussobjekte;Mitarbeiter Technik
MAIN;LOCATION;FREEBOOLEAN1;NUMBER(1,0);Anschlussobjekte;Frei w/f 1
MAIN;LOCATION;FREEBOOLEAN2;NUMBER(1,0);Anschlussobjekte;Frei w/f 2
MAIN;LOCATION;FREEBOOLEAN3;NUMBER(1,0);Anschlussobjekte;Frei w/f 3
MAIN;LOCATION;FREEBOOLEAN4;NUMBER(1,0);Anschlussobjekte;Frei w/f 4
MAIN;LOCATION;FREEBOOLEAN5;NUMBER(1,0);Anschlussobjekte;Frei w/f 5
MAIN;LOCATION;FREEBOOLEAN6;NUMBER(1,0);Anschlussobjekte;Frei w/f 6
MAIN;LOCATION;FREEBOOLEAN7;NUMBER(1,0);Anschlussobjekte;Frei w/f 7
MAIN;LOCATION;FREEBOOLEAN8;NUMBER(1,0);Anschlussobjekte;Frei w/f 8
MAIN;LOCATION;FREEBOOLEAN9;NUMBER(1,0);Anschlussobjekte;Frei w/f 9
MAIN;LOCATION;FREEBOOLEAN10;NUMBER(1,0);Anschlussobjekte;Frei w/f 10
MAIN;LOCATION;FREEBOOLEAN11;NUMBER(1,0);Anschlussobjekte;Frei w/f 11
MAIN;LOCATION;FREEBOOLEAN12;NUMBER(1,0);Anschlussobjekte;Frei w/f 12
MAIN;LOCATION;FREEBOOLEAN13;NUMBER(1,0);Anschlussobjekte;Frei w/f 13
MAIN;LOCATION;FREEBOOLEAN14;NUMBER(1,0);Anschlussobjekte;Frei w/f 14
MAIN;LOCATION;FREEBOOLEAN15;NUMBER(1,0);Anschlussobjekte;Frei w/f 15
MAIN;LOCATION;FREEDATE1;DATE;Anschlussobjekte;HA verlegt am:
MAIN;LOCATION;FREEDATE2;DATE;Anschlussobjekte;Freidatum 2
MAIN;LOCATION;FREEDATE3;DATE;Anschlussobjekte;Anschlussdatum HA
MAIN;LOCATION;FREEDATE4;DATE;Anschlussobjekte;Freidatum 4
MAIN;LOCATION;FREEDATE5;DATE;Anschlussobjekte;Freidatum 5
MAIN;LOCATION;FREEDATE6;DATE;Anschlussobjekte;Freidatum 6
MAIN;LOCATION;FREEDATE7;DATE;Anschlussobjekte;Freidatum 7
MAIN;LOCATION;FREEDATE8;DATE;Anschlussobjekte;Freidatum 8
MAIN;LOCATION;FREEDATE9;DATE;Anschlussobjekte;Freidatum 9
MAIN;LOCATION;FREEDATE10;DATE;Anschlussobjekte;Freidatum 10
MAIN;LOCATION;FREEDATE11;DATE;Anschlussobjekte;Freidatum 11
MAIN;LOCATION;FREEDATE12;DATE;Anschlussobjekte;Freidatum 12
MAIN;LOCATION;FREEDATE13;DATE;Anschlussobjekte;Freidatum 13
MAIN;LOCATION;FREEDATE14;DATE;Anschlussobjekte;Freidatum 14
MAIN;LOCATION;FREEDATE15;DATE;Anschlussobjekte;Freidatum 15
MAIN;LOCATION;FREEDATE16;DATE;Anschlussobjekte;Freidatum 16
MAIN;LOCATION;FREEDATE17;DATE;Anschlussobjekte;Freidatum 17
MAIN;LOCATION;FREEDATE18;DATE;Anschlussobjekte;Freidatum 18
MAIN;LOCATION;FREEDATE19;DATE;Anschlussobjekte;Freidatum 19
MAIN;LOCATION;FREEDATE20;DATE;Anschlussobjekte;Freidatum 20
MAIN;LOCATION;FREENUMBER1;NUMBER(38,15);Anschlussobjekte;Angebotsleistung
MAIN;LOCATION;FREENUMBER2;NUMBER(38,15);Anschlussobjekte;Frontlänge
MAIN;LOCATION;FREENUMBER3;NUMBER(38,15);Anschlussobjekte;Freizahl 3
MAIN;LOCATION;FREENUMBER4;NUMBER(38,15);Anschlussobjekte;Freizahl 4
MAIN;LOCATION;FREENUMBER5;NUMBER(38,15);Anschlussobjekte;Freizahl 5
MAIN;LOCATION;FREENUMBER6;NUMBER(38,15);Anschlussobjekte;Freizahl 6
MAIN;LOCATION;FREENUMBER7;NUMBER(38,15);Anschlussobjekte;Freizahl 7
MAIN;LOCATION;FREENUMBER8;NUMBER(38,15);Anschlussobjekte;Freizahl 8
MAIN;LOCATION;FREENUMBER9;NUMBER(38,15);Anschlussobjekte;Freizahl 9
MAIN;LOCATION;FREENUMBER10;NUMBER(38,15);Anschlussobjekte;Freizahl 10
MAIN;LOCATION;FREENUMBER11;NUMBER(38,15);Anschlussobjekte;Grundst.-fläche
MAIN;LOCATION;FREENUMBER12;NUMBER(38,15);Anschlussobjekte;Nutzfläche
MAIN;LOCATION;FREENUMBER13;NUMBER(38,15);Anschlussobjekte;Produktionsfl.
MAIN;LOCATION;FREENUMBER14;NUMBER(38,15);Anschlussobjekte;Wohneinh.Objekt
MAIN;LOCATION;FREENUMBER15;NUMBER(38,15);Anschlussobjekte;Wohnfläche
MAIN;LOCATION;FREENUMBER16;NUMBER(38,15);Anschlussobjekte;Freizahl 16
MAIN;LOCATION;FREENUMBER17;NUMBER(38,15);Anschlussobjekte;Freizahl 17
MAIN;LOCATION;FREENUMBER18;NUMBER(38,15);Anschlussobjekte;Freizahl 18
MAIN;LOCATION;FREENUMBER19;NUMBER(38,15);Anschlussobjekte;Freizahl 19
MAIN;LOCATION;FREENUMBER20;NUMBER(38,15);Anschlussobjekte;Freizahl 20
MAIN;LOCATION;FREENUMBER21;NUMBER(38,15);Anschlussobjekte;Freizahl 21
MAIN;LOCATION;FREENUMBER22;NUMBER(38,15);Anschlussobjekte;Freizahl 22
MAIN;LOCATION;FREENUMBER23;NUMBER(38,15);Anschlussobjekte;Freizahl 23
MAIN;LOCATION;FREENUMBER24;NUMBER(38,15);Anschlussobjekte;Freizahl 24
MAIN;LOCATION;FREENUMBER25;NUMBER(38,15);Anschlussobjekte;Freizahl 25
MAIN;LOCATION;FREENUMBER26;NUMBER(38,15);Anschlussobjekte;Freizahl 26
MAIN;LOCATION;FREENUMBER27;NUMBER(38,15);Anschlussobjekte;Freizahl 27
MAIN;LOCATION;FREENUMBER28;NUMBER(38,15);Anschlussobjekte;Freizahl 28
MAIN;LOCATION;FREENUMBER29;NUMBER(38,15);Anschlussobjekte;Freizahl 29
MAIN;LOCATION;FREENUMBER30;NUMBER(38,15);Anschlussobjekte;Freizahl 30
MAIN;LOCATION;FREENUMBER31;NUMBER(38,15);Anschlussobjekte;Freizahl 31
MAIN;LOCATION;FREENUMBER32;NUMBER(38,15);Anschlussobjekte;Freizahl 32
MAIN;LOCATION;FREENUMBER33;NUMBER(38,15);Anschlussobjekte;Freizahl 33
MAIN;LOCATION;FREENUMBER34;NUMBER(38,15);Anschlussobjekte;Freizahl 34
MAIN;LOCATION;FREENUMBER35;NUMBER(38,15);Anschlussobjekte;Freizahl 35
MAIN;LOCATION;FREENUMBER36;NUMBER(38,15);Anschlussobjekte;Freizahl 36
MAIN;LOCATION;FREENUMBER37;NUMBER(38,15);Anschlussobjekte;Freizahl 37
MAIN;LOCATION;FREENUMBER38;NUMBER(38,15);Anschlussobjekte;Freizahl 38
MAIN;LOCATION;FREENUMBER39;NUMBER(38,15);Anschlussobjekte;Freizahl 39
MAIN;LOCATION;FREENUMBER40;NUMBER(38,15);Anschlussobjekte;Freizahl 40
MAIN;LOCATION;FREENUMBER41;NUMBER(38,15);Anschlussobjekte;Freizahl 41
MAIN;LOCATION;FREENUMBER42;NUMBER(38,15);Anschlussobjekte;Freizahl 42
MAIN;LOCATION;FREENUMBER43;NUMBER(38,15);Anschlussobjekte;Freizahl 43
MAIN;LOCATION;FREENUMBER44;NUMBER(38,15);Anschlussobjekte;Freizahl 44
MAIN;LOCATION;FREENUMBER45;NUMBER(38,15);Anschlussobjekte;Freizahl 45
MAIN;LOCATION;FREENUMBER46;NUMBER(38,15);Anschlussobjekte;Freizahl 46
MAIN;LOCATION;FREENUMBER47;NUMBER(38,15);Anschlussobjekte;Freizahl 47
MAIN;LOCATION;FREENUMBER48;NUMBER(38,15);Anschlussobjekte;Freizahl 48
MAIN;LOCATION;FREENUMBER49;NUMBER(38,15);Anschlussobjekte;Freizahl 49
