Haupt_oder_Linktabelle;Name_der_Tabelle;Name_des_Felds;Datentyp;Sprechender_Tabellenname;Sprechender_Feldname
LINK;R11BDAC;ACTIVE;NUMBER(1,0);r11BDAc;Active.r11BDAc
LINK;R11BDAC;CLIENTNO;FLOAT;r11BDAc;ClientNo.r11BDAc
LINK;R11BDAC;CREATEDATE;DATE;r11BDAc;CreateDate.r11BDAc
LINK;R11BDAC;CREATEUSER;NVARCHAR2(50);r11BDAc;CreateUser.r11BDAc
LINK;R11BDAC;MASSDATA;NUMBER(1,0);r11BDAc;MassData.r11BDAc
LINK;R11BDAC;MASTERPK;VARCHAR2(50);r11BDAc;MasterPk.r11BDAc
LINK;R11BDAC;OFFLINEDATA;NUMBER(1,0);r11BDAc;OfflineData.r11BDAc
LINK;R11BDAC;PK;VARCHAR2(50);r11BDAc;Pk.r11BDAc
LINK;R11BDAC;RIGHTPK;VARCHAR2(50);r11BDAc;RightPk.r11BDAc
LINK;R11BDAC;SLAVEPK;VARCHAR2(50);r11BDAc;SlavePk.r11BDAc
LINK;R11BDAC;STATUS;VARCHAR2(50);r11BDAc;Status.r11BDAc
LINK;R11BDAC;UPDATEDATE;DATE;r11BDAc;UpdateDate.r11BDAc
LINK;R11BDAC;UPDATEUSER;NVARCHAR2(50);r11BDAc;UpdateUser.r11BDAc
LINK;R11BDAC;WFINSTANCEID;VARCHAR2(50);r11BDAc;WFInstanceId.r11BDAc
LINK;R11BDCU;ACTIVE;NUMBER(1,0);r11BDCu;Active.r11BDCu
LINK;R11BDCU;CLIENTNO;FLOAT;r11BDCu;ClientNo.r11BDCu
LINK;R11BDCU;CREATEDATE;DATE;r11BDCu;CreateDate.r11BDCu
LINK;R11BDCU;CREATEUSER;NVARCHAR2(50);r11BDCu;CreateUser.r11BDCu
LINK;R11BDCU;MASSDATA;NUMBER(1,0);r11BDCu;MassData.r11BDCu
LINK;R11BDCU;MASTERPK;VARCHAR2(50);r11BDCu;MasterPk.r11BDCu
LINK;R11BDCU;OFFLINEDATA;NUMBER(1,0);r11BDCu;OfflineData.r11BDCu
LINK;R11BDCU;PK;VARCHAR2(50);r11BDCu;Pk.r11BDCu
LINK;R11BDCU;RIGHTPK;VARCHAR2(50);r11BDCu;RightPk.r11BDCu
LINK;R11BDCU;SLAVEPK;VARCHAR2(50);r11BDCu;SlavePk.r11BDCu
LINK;R11BDCU;STATUS;VARCHAR2(50);r11BDCu;Status.r11BDCu
LINK;R11BDCU;UPDATEDATE;DATE;r11BDCu;UpdateDate.r11BDCu
LINK;R11BDCU;UPDATEUSER;NVARCHAR2(50);r11BDCu;UpdateUser.r11BDCu
LINK;R11BDCU;WFINSTANCEID;VARCHAR2(50);r11BDCu;WFInstanceId.r11BDCu
LINK;R11CRFAC;ACTIVE;NUMBER(1,0);r11CRFAc;Active.r11CRFAc
LINK;R11CRFAC;CLIENTNO;FLOAT;r11CRFAc;ClientNo.r11CRFAc
LINK;R11CRFAC;CREATEDATE;DATE;r11CRFAc;CreateDate.r11CRFAc
LINK;R11CRFAC;CREATEUSER;NVARCHAR2(50);r11CRFAc;CreateUser.r11CRFAc
LINK;R11CRFAC;MASSDATA;NUMBER(1,0);r11CRFAc;MassData.r11CRFAc
LINK;R11CRFAC;MASTERPK;VARCHAR2(50);r11CRFAc;MasterPk.r11CRFAc
LINK;R11CRFAC;OFFLINEDATA;NUMBER(1,0);r11CRFAc;OfflineData.r11CRFAc
LINK;R11CRFAC;PK;VARCHAR2(50);r11CRFAc;Pk.r11CRFAc
LINK;R11CRFAC;RIGHTPK;VARCHAR2(50);r11CRFAc;RightPk.r11CRFAc
LINK;R11CRFAC;SLAVEPK;VARCHAR2(50);r11CRFAc;SlavePk.r11CRFAc
LINK;R11CRFAC;STATUS;VARCHAR2(50);r11CRFAc;Status.r11CRFAc
LINK;R11CRFAC;UPDATEDATE;DATE;r11CRFAc;UpdateDate.r11CRFAc
LINK;R11CRFAC;UPDATEUSER;NVARCHAR2(50);r11CRFAc;UpdateUser.r11CRFAc
LINK;R11CRFAC;WFINSTANCEID;VARCHAR2(50);r11CRFAc;WFInstanceId.r11CRFAc
LINK;R11CRFCU;ACTIVE;NUMBER(1,0);r11CRFCu;Active.r11CRFCu
LINK;R11CRFCU;CLIENTNO;FLOAT;r11CRFCu;ClientNo.r11CRFCu
LINK;R11CRFCU;CREATEDATE;DATE;r11CRFCu;CreateDate.r11CRFCu
LINK;R11CRFCU;CREATEUSER;NVARCHAR2(50);r11CRFCu;CreateUser.r11CRFCu
LINK;R11CRFCU;MASSDATA;NUMBER(1,0);r11CRFCu;MassData.r11CRFCu
LINK;R11CRFCU;MASTERPK;VARCHAR2(50);r11CRFCu;MasterPk.r11CRFCu
LINK;R11CRFCU;OFFLINEDATA;NUMBER(1,0);r11CRFCu;OfflineData.r11CRFCu
LINK;R11CRFCU;PK;VARCHAR2(50);r11CRFCu;Pk.r11CRFCu
LINK;R11CRFCU;RIGHTPK;VARCHAR2(50);r11CRFCu;RightPk.r11CRFCu
LINK;R11CRFCU;SLAVEPK;VARCHAR2(50);r11CRFCu;SlavePk.r11CRFCu
LINK;R11CRFCU;STATUS;VARCHAR2(50);r11CRFCu;Status.r11CRFCu
LINK;R11CRFCU;UPDATEDATE;DATE;r11CRFCu;UpdateDate.r11CRFCu
LINK;R11CRFCU;UPDATEUSER;NVARCHAR2(50);r11CRFCu;UpdateUser.r11CRFCu
LINK;R11CRFCU;WFINSTANCEID;VARCHAR2(50);r11CRFCu;WFInstanceId.r11CRFCu
LINK;R11CRFDO;ACTIVE;NUMBER(1,0);r11CRFDo;Active.r11CRFDo
LINK;R11CRFDO;CLIENTNO;FLOAT;r11CRFDo;ClientNo.r11CRFDo
LINK;R11CRFDO;CREATEDATE;DATE;r11CRFDo;CreateDate.r11CRFDo
LINK;R11CRFDO;CREATEUSER;NVARCHAR2(50);r11CRFDo;CreateUser.r11CRFDo
LINK;R11CRFDO;MASSDATA;NUMBER(1,0);r11CRFDo;MassData.r11CRFDo
LINK;R11CRFDO;MASTERPK;VARCHAR2(50);r11CRFDo;MasterPk.r11CRFDo
LINK;R11CRFDO;OFFLINEDATA;NUMBER(1,0);r11CRFDo;OfflineData.r11CRFDo
LINK;R11CRFDO;PK;VARCHAR2(50);r11CRFDo;Pk.r11CRFDo
LINK;R11CRFDO;RIGHTPK;VARCHAR2(50);r11CRFDo;RightPk.r11CRFDo
LINK;R11CRFDO;SLAVEPK;VARCHAR2(50);r11CRFDo;SlavePk.r11CRFDo
LINK;R11CRFDO;STATUS;VARCHAR2(50);r11CRFDo;Status.r11CRFDo
LINK;R11CRFDO;UPDATEDATE;DATE;r11CRFDo;UpdateDate.r11CRFDo
LINK;R11CRFDO;UPDATEUSER;NVARCHAR2(50);r11CRFDo;UpdateUser.r11CRFDo
LINK;R11CRFDO;WFINSTANCEID;VARCHAR2(50);r11CRFDo;WFInstanceId.r11CRFDo
LINK;R11ELMACADILI;ACTIVE;NUMBER(1,0);r11ELMACaDiLi;Active.r11ELMACaDiLi
LINK;R11ELMACADILI;CLIENTNO;FLOAT;r11ELMACaDiLi;ClientNo.r11ELMACaDiLi
LINK;R11ELMACADILI;CREATEDATE;DATE;r11ELMACaDiLi;CreateDate.r11ELMACaDiLi
LINK;R11ELMACADILI;CREATEUSER;NVARCHAR2(50);r11ELMACaDiLi;CreateUser.r11ELMACaDiLi
LINK;R11ELMACADILI;MASSDATA;NUMBER(1,0);r11ELMACaDiLi;MassData.r11ELMACaDiLi
LINK;R11ELMACADILI;MASTERPK;VARCHAR2(50);r11ELMACaDiLi;MasterPk.r11ELMACaDiLi
LINK;R11ELMACADILI;OFFLINEDATA;NUMBER(1,0);r11ELMACaDiLi;OfflineData.r11ELMACaDiLi
LINK;R11ELMACADILI;PK;VARCHAR2(50);r11ELMACaDiLi;Pk.r11ELMACaDiLi
LINK;R11ELMACADILI;RIGHTPK;VARCHAR2(50);r11ELMACaDiLi;RightPk.r11ELMACaDiLi
LINK;R11ELMACADILI;SLAVEPK;VARCHAR2(50);r11ELMACaDiLi;SlavePk.r11ELMACaDiLi
LINK;R11ELMACADILI;STATUS;VARCHAR2(50);r11ELMACaDiLi;Status.r11ELMACaDiLi
LINK;R11ELMACADILI;UPDATEDATE;DATE;r11ELMACaDiLi;UpdateDate.r11ELMACaDiLi
LINK;R11ELMACADILI;UPDATEUSER;NVARCHAR2(50);r11ELMACaDiLi;UpdateUser.r11ELMACaDiLi
LINK;R11ELMACADILI;WFINSTANCEID;VARCHAR2(50);r11ELMACaDiLi;WFInstanceId.r11ELMACaDiLi
LINK;R11ELMACOPE;ACTIVE;NUMBER(1,0);r11ELMACoPe;Active.r11ELMACoPe
LINK;R11ELMACOPE;CLIENTNO;FLOAT;r11ELMACoPe;ClientNo.r11ELMACoPe
LINK;R11ELMACOPE;CREATEDATE;DATE;r11ELMACoPe;CreateDate.r11ELMACoPe
LINK;R11ELMACOPE;CREATEUSER;NVARCHAR2(50);r11ELMACoPe;CreateUser.r11ELMACoPe
LINK;R11ELMACOPE;MASSDATA;NUMBER(1,0);r11ELMACoPe;MassData.r11ELMACoPe
LINK;R11ELMACOPE;MASTERPK;VARCHAR2(50);r11ELMACoPe;MasterPk.r11ELMACoPe
LINK;R11ELMACOPE;OFFLINEDATA;NUMBER(1,0);r11ELMACoPe;OfflineData.r11ELMACoPe
LINK;R11ELMACOPE;PK;VARCHAR2(50);r11ELMACoPe;Pk.r11ELMACoPe
LINK;R11ELMACOPE;RIGHTPK;VARCHAR2(50);r11ELMACoPe;RightPk.r11ELMACoPe
LINK;R11ELMACOPE;SLAVEPK;VARCHAR2(50);r11ELMACoPe;SlavePk.r11ELMACoPe
LINK;R11ELMACOPE;STATUS;VARCHAR2(50);r11ELMACoPe;Status.r11ELMACoPe
LINK;R11ELMACOPE;UPDATEDATE;DATE;r11ELMACoPe;UpdateDate.r11ELMACoPe
LINK;R11ELMACOPE;UPDATEUSER;NVARCHAR2(50);r11ELMACoPe;UpdateUser.r11ELMACoPe
LINK;R11ELMACOPE;WFINSTANCEID;VARCHAR2(50);r11ELMACoPe;WFInstanceId.r11ELMACoPe
LINK;R11ELMQL11ELAC;ACTIVE;NUMBER(1,0);r11ELMQL11ELAC;Active.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;CLIENTNO;FLOAT;r11ELMQL11ELAC;ClientNo.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;CREATEDATE;DATE;r11ELMQL11ELAC;CreateDate.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;CREATEUSER;NVARCHAR2(50);r11ELMQL11ELAC;CreateUser.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;MASSDATA;NUMBER(1,0);r11ELMQL11ELAC;MassData.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;MASTERPK;VARCHAR2(50);r11ELMQL11ELAC;MasterPk.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;OFFLINEDATA;NUMBER(1,0);r11ELMQL11ELAC;OfflineData.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;PK;VARCHAR2(50);r11ELMQL11ELAC;Pk.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;RIGHTPK;VARCHAR2(50);r11ELMQL11ELAC;RightPk.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;SLAVEPK;VARCHAR2(50);r11ELMQL11ELAC;SlavePk.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;STATUS;VARCHAR2(50);r11ELMQL11ELAC;Status.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;UPDATEDATE;DATE;r11ELMQL11ELAC;UpdateDate.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;UPDATEUSER;NVARCHAR2(50);r11ELMQL11ELAC;UpdateUser.r11ELMQL11ELAC
LINK;R11ELMQL11ELAC;WFINSTANCEID;VARCHAR2(50);r11ELMQL11ELAC;WFInstanceId.r11ELMQL11ELAC
LINK;R11ELMQL11ELMA;ACTIVE;NUMBER(1,0);r11ELMQL11ELMA;Active.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;CLIENTNO;FLOAT;r11ELMQL11ELMA;ClientNo.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;CREATEDATE;DATE;r11ELMQL11ELMA;CreateDate.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;CREATEUSER;NVARCHAR2(50);r11ELMQL11ELMA;CreateUser.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;MASSDATA;NUMBER(1,0);r11ELMQL11ELMA;MassData.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;MASTERPK;VARCHAR2(50);r11ELMQL11ELMA;MasterPk.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;OFFLINEDATA;NUMBER(1,0);r11ELMQL11ELMA;OfflineData.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;PK;VARCHAR2(50);r11ELMQL11ELMA;Pk.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;RIGHTPK;VARCHAR2(50);r11ELMQL11ELMA;RightPk.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;SLAVEPK;VARCHAR2(50);r11ELMQL11ELMA;SlavePk.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;STATUS;VARCHAR2(50);r11ELMQL11ELMA;Status.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;UPDATEDATE;DATE;r11ELMQL11ELMA;UpdateDate.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;UPDATEUSER;NVARCHAR2(50);r11ELMQL11ELMA;UpdateUser.r11ELMQL11ELMA
LINK;R11ELMQL11ELMA;WFINSTANCEID;VARCHAR2(50);r11ELMQL11ELMA;WFInstanceId.r11ELMQL11ELMA
LINK;R11ELMQLAC;ACTIVE;NUMBER(1,0);r11ELMQLAc;Active.r11ELMQLAc
LINK;R11ELMQLAC;CLIENTNO;FLOAT;r11ELMQLAc;ClientNo.r11ELMQLAc
LINK;R11ELMQLAC;CREATEDATE;DATE;r11ELMQLAc;CreateDate.r11ELMQLAc
LINK;R11ELMQLAC;CREATEUSER;NVARCHAR2(50);r11ELMQLAc;CreateUser.r11ELMQLAc
LINK;R11ELMQLAC;MASSDATA;NUMBER(1,0);r11ELMQLAc;MassData.r11ELMQLAc
LINK;R11ELMQLAC;MASTERPK;VARCHAR2(50);r11ELMQLAc;MasterPk.r11ELMQLAc
LINK;R11ELMQLAC;OFFLINEDATA;NUMBER(1,0);r11ELMQLAc;OfflineData.r11ELMQLAc
LINK;R11ELMQLAC;PK;VARCHAR2(50);r11ELMQLAc;Pk.r11ELMQLAc
LINK;R11ELMQLAC;RIGHTPK;VARCHAR2(50);r11ELMQLAc;RightPk.r11ELMQLAc
LINK;R11ELMQLAC;SLAVEPK;VARCHAR2(50);r11ELMQLAc;SlavePk.r11ELMQLAc
LINK;R11ELMQLAC;STATUS;VARCHAR2(50);r11ELMQLAc;Status.r11ELMQLAc
LINK;R11ELMQLAC;UPDATEDATE;DATE;r11ELMQLAc;UpdateDate.r11ELMQLAc
LINK;R11ELMQLAC;UPDATEUSER;NVARCHAR2(50);r11ELMQLAc;UpdateUser.r11ELMQLAc
LINK;R11ELMQLAC;WFINSTANCEID;VARCHAR2(50);r11ELMQLAc;WFInstanceId.r11ELMQLAc
LINK;R11ELMQLCADILI;ACTIVE;NUMBER(1,0);r11ELMQLCaDiLi;Active.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;CLIENTNO;FLOAT;r11ELMQLCaDiLi;ClientNo.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;CREATEDATE;DATE;r11ELMQLCaDiLi;CreateDate.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;CREATEUSER;NVARCHAR2(50);r11ELMQLCaDiLi;CreateUser.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;MASSDATA;NUMBER(1,0);r11ELMQLCaDiLi;MassData.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;MASTERPK;VARCHAR2(50);r11ELMQLCaDiLi;MasterPk.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;OFFLINEDATA;NUMBER(1,0);r11ELMQLCaDiLi;OfflineData.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;PK;VARCHAR2(50);r11ELMQLCaDiLi;Pk.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;RIGHTPK;VARCHAR2(50);r11ELMQLCaDiLi;RightPk.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;SLAVEPK;VARCHAR2(50);r11ELMQLCaDiLi;SlavePk.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;STATUS;VARCHAR2(50);r11ELMQLCaDiLi;Status.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;UPDATEDATE;DATE;r11ELMQLCaDiLi;UpdateDate.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;UPDATEUSER;NVARCHAR2(50);r11ELMQLCaDiLi;UpdateUser.r11ELMQLCaDiLi
LINK;R11ELMQLCADILI;WFINSTANCEID;VARCHAR2(50);r11ELMQLCaDiLi;WFInstanceId.r11ELMQLCaDiLi
LINK;R11ELMQLCOPE;ACTIVE;NUMBER(1,0);r11ELMQLCoPe;Active.r11ELMQLCoPe
LINK;R11ELMQLCOPE;CLIENTNO;FLOAT;r11ELMQLCoPe;ClientNo.r11ELMQLCoPe
LINK;R11ELMQLCOPE;CREATEDATE;DATE;r11ELMQLCoPe;CreateDate.r11ELMQLCoPe
LINK;R11ELMQLCOPE;CREATEUSER;NVARCHAR2(50);r11ELMQLCoPe;CreateUser.r11ELMQLCoPe
LINK;R11ELMQLCOPE;MASSDATA;NUMBER(1,0);r11ELMQLCoPe;MassData.r11ELMQLCoPe
LINK;R11ELMQLCOPE;MASTERPK;VARCHAR2(50);r11ELMQLCoPe;MasterPk.r11ELMQLCoPe
LINK;R11ELMQLCOPE;OFFLINEDATA;NUMBER(1,0);r11ELMQLCoPe;OfflineData.r11ELMQLCoPe
LINK;R11ELMQLCOPE;PK;VARCHAR2(50);r11ELMQLCoPe;Pk.r11ELMQLCoPe
LINK;R11ELMQLCOPE;RIGHTPK;VARCHAR2(50);r11ELMQLCoPe;RightPk.r11ELMQLCoPe
LINK;R11ELMQLCOPE;SLAVEPK;VARCHAR2(50);r11ELMQLCoPe;SlavePk.r11ELMQLCoPe
LINK;R11ELMQLCOPE;STATUS;VARCHAR2(50);r11ELMQLCoPe;Status.r11ELMQLCoPe
LINK;R11ELMQLCOPE;UPDATEDATE;DATE;r11ELMQLCoPe;UpdateDate.r11ELMQLCoPe
LINK;R11ELMQLCOPE;UPDATEUSER;NVARCHAR2(50);r11ELMQLCoPe;UpdateUser.r11ELMQLCoPe
LINK;R11ELMQLCOPE;WFINSTANCEID;VARCHAR2(50);r11ELMQLCoPe;WFInstanceId.r11ELMQLCoPe
LINK;R12CO0AC;ACTIVE;NUMBER(1,0);r12CO0Ac;Active.r12CO0Ac
LINK;R12CO0AC;CLIENTNO;FLOAT;r12CO0Ac;ClientNo.r12CO0Ac
LINK;R12CO0AC;CREATEDATE;DATE;r12CO0Ac;CreateDate.r12CO0Ac
LINK;R12CO0AC;CREATEUSER;NVARCHAR2(50);r12CO0Ac;CreateUser.r12CO0Ac
LINK;R12CO0AC;MASSDATA;NUMBER(1,0);r12CO0Ac;MassData.r12CO0Ac
LINK;R12CO0AC;MASTERPK;VARCHAR2(50);r12CO0Ac;MasterPk.r12CO0Ac
LINK;R12CO0AC;OFFLINEDATA;NUMBER(1,0);r12CO0Ac;OfflineData.r12CO0Ac
LINK;R12CO0AC;PK;VARCHAR2(50);r12CO0Ac;Pk.r12CO0Ac
LINK;R12CO0AC;RIGHTPK;VARCHAR2(50);r12CO0Ac;RightPk.r12CO0Ac
LINK;R12CO0AC;SLAVEPK;VARCHAR2(50);r12CO0Ac;SlavePk.r12CO0Ac
LINK;R12CO0AC;STATUS;VARCHAR2(50);r12CO0Ac;Status.r12CO0Ac
LINK;R12CO0AC;UPDATEDATE;DATE;r12CO0Ac;UpdateDate.r12CO0Ac
LINK;R12CO0AC;UPDATEUSER;NVARCHAR2(50);r12CO0Ac;UpdateUser.r12CO0Ac
LINK;R12CO0AC;WFINSTANCEID;VARCHAR2(50);r12CO0Ac;WFInstanceId.r12CO0Ac
LINK;R12CO0DO;ACTIVE;NUMBER(1,0);r12CO0Do;Active.r12CO0Do
LINK;R12CO0DO;CLIENTNO;FLOAT;r12CO0Do;ClientNo.r12CO0Do
LINK;R12CO0DO;CREATEDATE;DATE;r12CO0Do;CreateDate.r12CO0Do
LINK;R12CO0DO;CREATEUSER;NVARCHAR2(50);r12CO0Do;CreateUser.r12CO0Do
LINK;R12CO0DO;MASSDATA;NUMBER(1,0);r12CO0Do;MassData.r12CO0Do
LINK;R12CO0DO;MASTERPK;VARCHAR2(50);r12CO0Do;MasterPk.r12CO0Do
LINK;R12CO0DO;OFFLINEDATA;NUMBER(1,0);r12CO0Do;OfflineData.r12CO0Do
LINK;R12CO0DO;PK;VARCHAR2(50);r12CO0Do;Pk.r12CO0Do
LINK;R12CO0DO;RIGHTPK;VARCHAR2(50);r12CO0Do;RightPk.r12CO0Do
LINK;R12CO0DO;SLAVEPK;VARCHAR2(50);r12CO0Do;SlavePk.r12CO0Do
LINK;R12CO0DO;STATUS;VARCHAR2(50);r12CO0Do;Status.r12CO0Do
LINK;R12CO0DO;UPDATEDATE;DATE;r12CO0Do;UpdateDate.r12CO0Do
LINK;R12CO0DO;UPDATEUSER;NVARCHAR2(50);r12CO0Do;UpdateUser.r12CO0Do
LINK;R12CO0DO;WFINSTANCEID;VARCHAR2(50);r12CO0Do;WFInstanceId.r12CO0Do
LINK;R12CO012CO;ACTIVE;NUMBER(1,0);r12CO012CO;Active.r12CO012CO
LINK;R12CO012CO;CLIENTNO;FLOAT;r12CO012CO;ClientNo.r12CO012CO
LINK;R12CO012CO;CREATEDATE;DATE;r12CO012CO;CreateDate.r12CO012CO
LINK;R12CO012CO;CREATEUSER;NVARCHAR2(50);r12CO012CO;CreateUser.r12CO012CO
LINK;R12CO012CO;MASSDATA;NUMBER(1,0);r12CO012CO;MassData.r12CO012CO
LINK;R12CO012CO;MASTERPK;VARCHAR2(50);r12CO012CO;MasterPk.r12CO012CO
LINK;R12CO012CO;OFFLINEDATA;NUMBER(1,0);r12CO012CO;OfflineData.r12CO012CO
LINK;R12CO012CO;PK;VARCHAR2(50);r12CO012CO;Pk.r12CO012CO
LINK;R12CO012CO;RIGHTPK;VARCHAR2(50);r12CO012CO;RightPk.r12CO012CO
LINK;R12CO012CO;SLAVEPK;VARCHAR2(50);r12CO012CO;SlavePk.r12CO012CO
LINK;R12CO012CO;STATUS;VARCHAR2(50);r12CO012CO;Status.r12CO012CO
LINK;R12CO012CO;UPDATEDATE;DATE;r12CO012CO;UpdateDate.r12CO012CO
LINK;R12CO012CO;UPDATEUSER;NVARCHAR2(50);r12CO012CO;UpdateUser.r12CO012CO
LINK;R12CO012CO;WFINSTANCEID;VARCHAR2(50);r12CO012CO;WFInstanceId.r12CO012CO
LINK;R12CO012PRSC;ACTIVE;NUMBER(1,0);r12CO012PRSC;Active.r12CO012PRSC
LINK;R12CO012PRSC;CLIENTNO;FLOAT;r12CO012PRSC;ClientNo.r12CO012PRSC
LINK;R12CO012PRSC;CREATEDATE;DATE;r12CO012PRSC;CreateDate.r12CO012PRSC
LINK;R12CO012PRSC;CREATEUSER;NVARCHAR2(50);r12CO012PRSC;CreateUser.r12CO012PRSC
LINK;R12CO012PRSC;MASSDATA;NUMBER(1,0);r12CO012PRSC;MassData.r12CO012PRSC
LINK;R12CO012PRSC;MASTERPK;VARCHAR2(50);r12CO012PRSC;MasterPk.r12CO012PRSC
LINK;R12CO012PRSC;OFFLINEDATA;NUMBER(1,0);r12CO012PRSC;OfflineData.r12CO012PRSC
LINK;R12CO012PRSC;PK;VARCHAR2(50);r12CO012PRSC;Pk.r12CO012PRSC
LINK;R12CO012PRSC;RIGHTPK;VARCHAR2(50);r12CO012PRSC;RightPk.r12CO012PRSC
LINK;R12CO012PRSC;SLAVEPK;VARCHAR2(50);r12CO012PRSC;SlavePk.r12CO012PRSC
LINK;R12CO012PRSC;STATUS;VARCHAR2(50);r12CO012PRSC;Status.r12CO012PRSC
LINK;R12CO012PRSC;UPDATEDATE;DATE;r12CO012PRSC;UpdateDate.r12CO012PRSC
LINK;R12CO012PRSC;UPDATEUSER;NVARCHAR2(50);r12CO012PRSC;UpdateUser.r12CO012PRSC
LINK;R12CO012PRSC;WFINSTANCEID;VARCHAR2(50);r12CO012PRSC;WFInstanceId.r12CO012PRSC
LINK;R12COAC;ACTIVE;NUMBER(1,0);r12COAc;Active.r12COAc
LINK;R12COAC;CLIENTNO;FLOAT;r12COAc;ClientNo.r12COAc
LINK;R12COAC;CREATEDATE;DATE;r12COAc;CreateDate.r12COAc
LINK;R12COAC;CREATEUSER;NVARCHAR2(50);r12COAc;CreateUser.r12COAc
LINK;R12COAC;MASSDATA;NUMBER(1,0);r12COAc;MassData.r12COAc
LINK;R12COAC;MASTERPK;VARCHAR2(50);r12COAc;MasterPk.r12COAc
LINK;R12COAC;OFFLINEDATA;NUMBER(1,0);r12COAc;OfflineData.r12COAc
LINK;R12COAC;PK;VARCHAR2(50);r12COAc;Pk.r12COAc
LINK;R12COAC;RIGHTPK;VARCHAR2(50);r12COAc;RightPk.r12COAc
LINK;R12COAC;SLAVEPK;VARCHAR2(50);r12COAc;SlavePk.r12COAc
LINK;R12COAC;STATUS;VARCHAR2(50);r12COAc;Status.r12COAc
LINK;R12COAC;UPDATEDATE;DATE;r12COAc;UpdateDate.r12COAc
LINK;R12COAC;UPDATEUSER;NVARCHAR2(50);r12COAc;UpdateUser.r12COAc
LINK;R12COAC;WFINSTANCEID;VARCHAR2(50);r12COAc;WFInstanceId.r12COAc
LINK;R12CODO;ACTIVE;NUMBER(1,0);r12CODo;Active.r12CODo
LINK;R12CODO;CLIENTNO;FLOAT;r12CODo;ClientNo.r12CODo
LINK;R12CODO;CREATEDATE;DATE;r12CODo;CreateDate.r12CODo
LINK;R12CODO;CREATEUSER;NVARCHAR2(50);r12CODo;CreateUser.r12CODo
LINK;R12CODO;MASSDATA;NUMBER(1,0);r12CODo;MassData.r12CODo
LINK;R12CODO;MASTERPK;VARCHAR2(50);r12CODo;MasterPk.r12CODo
LINK;R12CODO;OFFLINEDATA;NUMBER(1,0);r12CODo;OfflineData.r12CODo
LINK;R12CODO;PK;VARCHAR2(50);r12CODo;Pk.r12CODo
LINK;R12CODO;RIGHTPK;VARCHAR2(50);r12CODo;RightPk.r12CODo
LINK;R12CODO;SLAVEPK;VARCHAR2(50);r12CODo;SlavePk.r12CODo
LINK;R12CODO;STATUS;VARCHAR2(50);r12CODo;Status.r12CODo
LINK;R12CODO;UPDATEDATE;DATE;r12CODo;UpdateDate.r12CODo
LINK;R12CODO;UPDATEUSER;NVARCHAR2(50);r12CODo;UpdateUser.r12CODo
LINK;R12CODO;WFINSTANCEID;VARCHAR2(50);r12CODo;WFInstanceId.r12CODo
LINK;R12CRID12CRCONF;ACTIVE;NUMBER(1,0);r12CRID12CRCONF;Active.r12CRID12CRCONF
LINK;R12CRID12CRCONF;CLIENTNO;FLOAT;r12CRID12CRCONF;ClientNo.r12CRID12CRCONF
LINK;R12CRID12CRCONF;CREATEDATE;DATE;r12CRID12CRCONF;CreateDate.r12CRID12CRCONF
LINK;R12CRID12CRCONF;CREATEUSER;NVARCHAR2(50);r12CRID12CRCONF;CreateUser.r12CRID12CRCONF
LINK;R12CRID12CRCONF;MASSDATA;NUMBER(1,0);r12CRID12CRCONF;MassData.r12CRID12CRCONF
